domainID,siteID,namedLocation,collectDate,sampleCondition,aquaticPlantType,growthForm,taxonID,scientificName,morphospeciesID,phylum,division,class,order,family,genus,section,specificEpithet,infraspecificEpithet,variety,form,taxonRank,identifiedDate,dataQF
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,emergent,2PLANT,Unknown plant,Clovergrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-05-07T19:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.04,2018-05-07T20:44:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-05-07T22:29:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-05-07T22:29:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-05-07T22:29:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-05-07T22:45:00Z,NA,plant,emergent,2PLANT,Unknown plant,Vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-05-07T22:45:00Z,NA,plant,emergent,2PLANT,Unknown plant,Basil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-05-09T17:16:00Z,NA,plant,emergent,2PLANT,Unknown plant,Aquachard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-05-09T17:16:00Z,NA,plant,emergent,2PLANT,Unknown plant,Lilcedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-05-09T17:16:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-05-09T19:06:00Z,NA,plant,emergent,2PLANT,Unknown plant,Floppy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-05-09T19:06:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-05-09T19:06:00Z,NA,plant,emergent,2PLANT,Unknown plant,Floppy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-05-09T19:38:00Z,NA,plant,submerged,2PLANT,Unknown plant,Darkgui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-05-09T20:02:00Z,NA,plant,emergent,2PLANT,Unknown plant,FernGully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,ANPIP,Aneura pinguis (L.) Dumort. var. pinguis,NA,NA,NA,Hepaticopsida,Metzgeriales,Aneuraceae,Aneura,NA,pinguis,var. pinguis,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-09-24T18:02:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-09-24T18:53:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-09-24T18:53:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.05,2018-09-24T19:44:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.05,2018-09-24T19:44:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-09-24T19:56:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-09-24T19:56:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-09-24T19:56:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-09-24T19:56:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-09-24T21:22:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-09-24T21:54:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-09-24T21:54:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-09-24T21:54:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-09-24T21:54:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-09-24T22:09:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-09-24T22:09:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-09-24T22:18:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-09-24T22:18:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-09-24T22:18:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-09-24T22:18:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.01,2018-07-16T17:22:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.02,2018-07-16T18:19:00Z,NA,macroalgae,submerged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.03,2018-07-16T19:22:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.05,2018-07-16T20:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.05,2018-07-16T20:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.05,2018-07-16T20:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-07-16T20:33:00Z,NA,plant,emergent,TRIFO,Trifolium sp.,NA,Magnoliophyta,NA,Magnoliopsida,Fabales,Fabaceae,Trifolium,NA,sp.,NA,NA,NA,genus,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-07-16T20:33:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-07-16T20:33:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-07-16T20:33:00Z,NA,plant,emergent,TRIFO,Trifolium sp.,NA,Magnoliophyta,NA,Magnoliopsida,Fabales,Fabaceae,Trifolium,NA,sp.,NA,NA,NA,genus,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.06,2018-07-16T20:33:00Z,NA,plant,emergent,2PLANT,Unknown plant,RiverRush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.07,2018-07-16T21:55:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.08,2018-07-16T22:16:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-07-16T22:38:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-07-16T22:38:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.09,2018-07-16T22:38:00Z,NA,plant,submerged,2PLANT,Unknown plant,Lilcedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-07-16T22:56:00Z,NA,plant,submerged,2PLANT,Unknown plant,Lilcedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kingdom,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-07-16T22:56:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-07-16T22:56:00Z,NA,plant,submerged,CHPO14,Chiloscyphus polyanthos (L.) Corda,NA,NA,NA,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,NA,polyanthos,NA,NA,NA,species,2020-05-15T19:00:00Z,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.10,2018-07-16T22:56:00Z,NA,plant,submerged,FOANA,Fontinalis antipyretica Hedw. var. antipyretica,NA,NA,NA,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,NA,antipyretica,var. antipyretica,NA,NA,variety,NA,NA
D17,BIGC,BIGC.AOS.aquatic.plant.transect.01,2019-04-15T17:30:00Z,NA,plant,submerged,CAREX,Carex sp.,NA,Magnoliophyta,NA,Liliopsida,Cyperales,Cyperaceae,Carex,NA,sp.,NA,NA,NA,genus,NA,NA
